Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Gender,JobRole,MonthlyIncome,TotalWorkingYears
53,No,Travel_Rarely,346,Research & Development,6,3,Life Sciences,1,769,Male,Laboratory Technician,2450,19
35,No,Non-Travel,1225,Research & Development,2,4,Life Sciences,1,771,Female,Healthcare Representative,5093,16
32,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,772,Male,Laboratory Technician,5309,10
38,No,Travel_Rarely,268,Research & Development,2,5,Medical,1,773,Male,Research Scientist,3057,6
34,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,775,Female,Manufacturing Director,5121,7
52,No,Travel_Rarely,621,Sales,3,4,Marketing,1,776,Male,Manager,16856,34
33,Yes,Travel_Rarely,527,Research & Development,1,4,Other,1,780,Male,Research Scientist,2686,10
25,No,Travel_Rarely,883,Sales,26,1,Medical,1,781,Female,Sales Executive,6180,6
45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,1,783,Male,Sales Representative,6632,9
23,No,Travel_Rarely,310,Research & Development,10,1,Medical,1,784,Male,Research Scientist,3505,2
47,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,1,785,Female,Sales Executive,6397,8
34,No,Travel_Rarely,304,Sales,2,3,Other,1,786,Male,Sales Executive,6274,6
55,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,1,787,Male,Manager,19859,24
36,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,789,Male,Sales Executive,7587,10
52,No,Non-Travel,715,Research & Development,19,4,Medical,1,791,Male,Research Scientist,4258,5
26,No,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,792,Female,Laboratory Technician,4364,5
29,No,Travel_Rarely,657,Research & Development,27,3,Medical,1,793,Female,Healthcare Representative,4335,11
26,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,796,Male,Sales Executive,5326,6
34,No,Travel_Rarely,182,Research & Development,1,4,Life Sciences,1,797,Female,Research Scientist,3280,10
54,No,Travel_Rarely,376,Research & Development,19,4,Medical,1,799,Female,Manufacturing Director,5485,9
27,No,Travel_Frequently,829,Sales,8,1,Marketing,1,800,Male,Sales Executive,4342,5
37,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,802,Female,Research Scientist,2782,6
38,No,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,803,Female,Manufacturing Director,5980,17
34,No,Travel_Rarely,121,Research & Development,2,4,Medical,1,804,Female,Research Scientist,4381,6
35,No,Travel_Rarely,384,Sales,8,4,Life Sciences,1,805,Female,Sales Representative,2572,3
30,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,1,806,Male,Laboratory Technician,3833,7
40,No,Travel_Frequently,791,Research & Development,2,2,Medical,1,807,Female,Healthcare Representative,4244,8
34,No,Travel_Rarely,1111,Sales,8,2,Life Sciences,1,808,Female,Sales Executive,6500,6
42,No,Travel_Frequently,570,Research & Development,8,3,Life Sciences,1,809,Male,Manager,18430,24
23,Yes,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,1,811,Male,Laboratory Technician,1601,1
24,No,Non-Travel,1092,Research & Development,9,3,Life Sciences,1,812,Male,Laboratory Technician,2694,1
52,No,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,1,813,Female,Laboratory Technician,3149,9
50,No,Travel_Rarely,691,Research & Development,2,3,Medical,1,815,Male,Research Director,17639,30
29,Yes,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,816,Female,Laboratory Technician,2319,1
33,No,Travel_Rarely,213,Research & Development,7,3,Medical,1,817,Male,Research Director,11691,14
33,Yes,Travel_Rarely,118,Sales,16,3,Marketing,1,819,Female,Sales Executive,5324,6
47,No,Travel_Rarely,202,Research & Development,2,2,Other,1,820,Female,Manager,16752,26
36,No,Travel_Rarely,676,Research & Development,1,3,Other,1,823,Female,Manufacturing Director,5228,10
29,No,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,1,824,Male,Research Scientist,2700,10
58,Yes,Travel_Rarely,286,Research & Development,2,4,Life Sciences,1,825,Male,Research Director,19246,40
35,No,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,1,826,Female,Research Scientist,2506,7
42,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,827,Female,Manufacturing Director,6062,8
28,Yes,Travel_Rarely,890,Research & Development,2,4,Medical,1,828,Male,Research Scientist,4382,5
36,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,829,Male,Human Resources,2143,8
32,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,1,830,Female,Manufacturing Director,6162,14
40,No,Travel_Frequently,720,Research & Development,16,4,Medical,1,832,Male,Laboratory Technician,5094,10
30,No,Travel_Rarely,946,Research & Development,2,3,Medical,1,833,Female,Manufacturing Director,6877,12
45,No,Travel_Rarely,252,Research & Development,2,3,Life Sciences,1,834,Female,Research Scientist,2274,1
42,No,Travel_Rarely,933,Research & Development,29,3,Life Sciences,1,836,Male,Manufacturing Director,4434,10
38,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,837,Male,Healthcare Representative,6288,13
34,No,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,838,Female,Research Scientist,2553,6
49,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,1,840,Female,Sales Executive,7654,9
55,Yes,Travel_Rarely,436,Sales,2,1,Medical,1,842,Male,Sales Executive,5160,12
43,No,Travel_Rarely,589,Research & Development,14,2,Life Sciences,1,843,Male,Research Director,17159,22
27,No,Travel_Rarely,269,Research & Development,5,1,Technical Degree,1,844,Male,Research Director,12808,9
35,No,Travel_Rarely,950,Research & Development,7,3,Other,1,845,Male,Manufacturing Director,10221,17
28,No,Travel_Rarely,760,Sales,2,4,Marketing,1,846,Female,Sales Executive,4779,8
34,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,1,847,Male,Human Resources,3737,4
26,Yes,Travel_Frequently,887,Research & Development,5,2,Medical,1,848,Female,Research Scientist,2366,8
27,No,Non-Travel,443,Research & Development,3,3,Medical,1,850,Male,Research Scientist,1706,0
51,No,Travel_Rarely,1318,Sales,26,4,Marketing,1,851,Female,Manager,16307,29
44,No,Travel_Rarely,625,Research & Development,4,3,Medical,1,852,Male,Healthcare Representative,5933,10
25,No,Travel_Rarely,180,Research & Development,2,1,Medical,1,854,Male,Research Scientist,3424,6
33,No,Travel_Rarely,586,Sales,1,3,Medical,1,855,Male,Sales Executive,4037,9
35,No,Travel_Rarely,1343,Research & Development,27,1,Medical,1,856,Female,Research Scientist,2559,6
36,No,Travel_Rarely,928,Sales,1,2,Life Sciences,1,857,Male,Sales Executive,6201,18
32,No,Travel_Rarely,117,Sales,13,4,Life Sciences,1,859,Male,Sales Executive,4403,8
30,No,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,1,861,Male,Research Scientist,3761,10
53,No,Travel_Rarely,661,Sales,7,2,Marketing,1,862,Female,Sales Executive,10934,35
45,No,Travel_Rarely,930,Sales,9,3,Marketing,1,864,Male,Sales Executive,10761,18
32,No,Travel_Rarely,638,Research & Development,8,2,Medical,1,865,Female,Research Scientist,5175,9
52,No,Travel_Frequently,890,Research & Development,25,4,Medical,1,867,Female,Manufacturing Director,13826,31
37,No,Travel_Rarely,342,Sales,16,4,Marketing,1,868,Male,Sales Executive,6334,9
28,No,Travel_Rarely,1169,Human Resources,8,2,Medical,1,869,Male,Human Resources,4936,6
22,No,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,1,872,Male,Manufacturing Director,4775,4
44,No,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,874,Male,Laboratory Technician,2818,10
42,No,Travel_Frequently,1271,Research & Development,2,1,Medical,1,875,Male,Research Scientist,2515,8
36,No,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,878,Male,Human Resources,2342,6
25,No,Travel_Rarely,141,Sales,3,1,Other,1,879,Male,Sales Executive,4194,5
35,No,Travel_Rarely,607,Research & Development,9,3,Life Sciences,1,880,Female,Manufacturing Director,10685,17
35,Yes,Travel_Frequently,130,Research & Development,25,4,Life Sciences,1,881,Female,Research Scientist,2022,10
32,No,Non-Travel,300,Research & Development,1,3,Life Sciences,1,882,Male,Laboratory Technician,2314,4
25,No,Travel_Rarely,583,Sales,4,1,Marketing,1,885,Male,Sales Executive,4256,5
49,No,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,1,887,Female,Research Scientist,3580,7
24,No,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,888,Male,Laboratory Technician,3162,6
32,No,Travel_Frequently,379,Sales,5,2,Life Sciences,1,889,Male,Sales Executive,6524,10
38,No,Travel_Rarely,395,Sales,9,3,Marketing,1,893,Male,Sales Representative,2899,3
42,No,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,1,894,Female,Laboratory Technician,5231,17
31,No,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,1,895,Male,Research Scientist,2356,8
29,Yes,Travel_Rarely,341,Sales,1,3,Medical,1,896,Female,Sales Representative,2800,5
53,No,Travel_Rarely,868,Sales,8,3,Marketing,1,897,Male,Sales Executive,11836,28
35,No,Travel_Rarely,672,Research & Development,25,3,Technical Degree,1,899,Male,Manufacturing Director,10903,16
37,No,Travel_Frequently,1231,Sales,21,2,Medical,1,900,Female,Sales Representative,2973,10
53,No,Travel_Rarely,102,Research & Development,23,4,Life Sciences,1,901,Female,Research Director,14275,33
43,No,Travel_Frequently,422,Research & Development,1,3,Life Sciences,1,902,Female,Healthcare Representative,5562,12
47,No,Travel_Rarely,249,Sales,2,2,Marketing,1,903,Female,Sales Executive,4537,8
37,No,Non-Travel,1252,Sales,19,2,Medical,1,904,Male,Sales Executive,7642,10
50,No,Non-Travel,881,Research & Development,2,4,Life Sciences,1,905,Male,Manager,17924,31
39,No,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,909,Female,Human Resources,5204,13
33,No,Travel_Rarely,1075,Human Resources,3,2,Human Resources,1,910,Male,Human Resources,2277,7
32,Yes,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,911,Male,Laboratory Technician,2795,1
29,No,Travel_Rarely,1086,Research & Development,7,1,Medical,1,912,Female,Laboratory Technician,2532,8
44,No,Travel_Rarely,661,Research & Development,9,2,Life Sciences,1,913,Male,Research Scientist,2559,8
28,No,Travel_Rarely,821,Sales,5,4,Medical,1,916,Male,Sales Executive,4908,4
58,Yes,Travel_Frequently,781,Research & Development,2,1,Life Sciences,1,918,Male,Laboratory Technician,2380,3
43,No,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,920,Female,Manufacturing Director,4765,4
20,Yes,Travel_Rarely,500,Sales,2,3,Medical,1,922,Female,Sales Representative,2044,2
21,Yes,Travel_Rarely,1427,Research & Development,18,1,Other,1,923,Female,Research Scientist,2693,1
36,No,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,1,924,Male,Healthcare Representative,6586,17
47,No,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,925,Female,Sales Representative,3294,3
22,Yes,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,926,Female,Manufacturing Director,4171,4
41,Yes,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,1,927,Female,Laboratory Technician,2778,10
28,No,Travel_Rarely,995,Research & Development,9,3,Medical,1,930,Female,Research Scientist,2377,6
39,Yes,Travel_Rarely,1122,Research & Development,6,3,Medical,1,932,Male,Laboratory Technician,2404,8
27,No,Travel_Rarely,618,Research & Development,4,3,Life Sciences,1,933,Female,Research Scientist,2318,1
34,No,Travel_Rarely,546,Research & Development,10,3,Life Sciences,1,934,Male,Laboratory Technician,2008,1
42,No,Travel_Rarely,462,Sales,14,2,Medical,1,936,Female,Sales Executive,6244,10
33,No,Travel_Rarely,1198,Research & Development,1,4,Other,1,939,Male,Research Scientist,2799,6
58,No,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,1,940,Female,Healthcare Representative,10552,24
31,No,Travel_Rarely,154,Sales,7,4,Life Sciences,1,941,Male,Sales Representative,2329,13
35,No,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,1,942,Female,Healthcare Representative,4014,10
49,No,Travel_Rarely,527,Research & Development,8,2,Other,1,944,Female,Laboratory Technician,7403,29
48,No,Travel_Rarely,1469,Research & Development,20,4,Medical,1,945,Male,Research Scientist,2259,13
31,No,Non-Travel,1188,Sales,20,2,Marketing,1,947,Female,Sales Executive,6932,9
36,No,Travel_Rarely,188,Research & Development,7,4,Other,1,949,Male,Research Scientist,4678,8
38,No,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,1,950,Female,Research Director,13582,15
32,No,Non-Travel,1184,Research & Development,1,3,Life Sciences,1,951,Female,Laboratory Technician,2332,5
25,Yes,Travel_Rarely,867,Sales,19,2,Marketing,1,952,Male,Sales Representative,2413,1
40,No,Travel_Rarely,658,Sales,10,4,Marketing,1,954,Male,Sales Executive,9705,11
26,No,Travel_Frequently,1283,Sales,1,3,Medical,1,956,Male,Sales Executive,4294,7
41,No,Travel_Rarely,263,Research & Development,6,3,Medical,1,957,Male,Laboratory Technician,4721,20
36,No,Travel_Rarely,938,Research & Development,2,4,Medical,1,958,Male,Laboratory Technician,2519,16
19,Yes,Travel_Rarely,419,Sales,21,3,Other,1,959,Male,Sales Representative,2121,1
20,Yes,Travel_Rarely,129,Research & Development,4,3,Technical Degree,1,960,Male,Laboratory Technician,2973,1
31,No,Travel_Rarely,616,Research & Development,12,3,Medical,1,961,Female,Healthcare Representative,5855,10
40,No,Travel_Frequently,1469,Research & Development,9,4,Medical,1,964,Male,Research Scientist,3617,3
32,No,Travel_Rarely,498,Research & Development,3,4,Medical,1,966,Female,Manufacturing Director,6725,8
36,Yes,Travel_Rarely,530,Sales,3,1,Life Sciences,1,967,Male,Sales Executive,10325,16
33,No,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,1,969,Female,Healthcare Representative,6949,6
37,Yes,Travel_Rarely,625,Sales,1,4,Life Sciences,1,970,Male,Sales Executive,10609,17
45,No,Non-Travel,805,Research & Development,4,2,Life Sciences,1,972,Male,Laboratory Technician,4447,9
29,No,Travel_Frequently,1404,Sales,20,3,Technical Degree,1,974,Female,Sales Representative,2157,3
35,No,Travel_Rarely,1219,Sales,18,3,Medical,1,975,Female,Sales Executive,4601,5
52,No,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,1,976,Male,Manager,17099,26
58,Yes,Travel_Rarely,289,Research & Development,2,3,Technical Degree,1,977,Male,Research Scientist,2479,7
53,No,Travel_Rarely,1376,Sales,2,2,Medical,1,981,Male,Manager,14852,22
30,No,Travel_Rarely,231,Sales,8,2,Other,1,982,Male,Sales Executive,7264,10
38,No,Non-Travel,152,Sales,10,3,Technical Degree,1,983,Female,Sales Executive,5666,6
35,No,Travel_Rarely,882,Sales,3,4,Life Sciences,1,984,Male,Sales Executive,7823,12
39,No,Travel_Rarely,903,Sales,2,5,Life Sciences,1,985,Male,Sales Executive,7880,9
40,Yes,Non-Travel,1479,Sales,24,3,Life Sciences,1,986,Female,Sales Executive,13194,22
47,No,Travel_Frequently,1379,Research & Development,16,4,Medical,1,987,Male,Manufacturing Director,5067,20
36,No,Non-Travel,1229,Sales,8,4,Technical Degree,1,990,Male,Sales Executive,5079,12
31,Yes,Non-Travel,335,Research & Development,9,2,Medical,1,991,Male,Research Scientist,2321,4
33,No,Non-Travel,722,Sales,17,3,Life Sciences,1,992,Male,Manager,17444,10
29,Yes,Travel_Rarely,906,Research & Development,10,3,Life Sciences,1,994,Female,Research Scientist,2404,3
33,No,Travel_Rarely,461,Research & Development,13,1,Life Sciences,1,995,Female,Research Scientist,3452,5
45,No,Travel_Rarely,974,Research & Development,1,4,Medical,1,996,Female,Laboratory Technician,2270,8
50,No,Travel_Rarely,1126,Research & Development,1,2,Medical,1,997,Male,Research Director,17399,32
33,No,Travel_Frequently,827,Research & Development,1,4,Other,1,998,Female,Healthcare Representative,5488,6
41,No,Travel_Frequently,840,Research & Development,9,3,Medical,1,999,Male,Research Director,19419,21
27,No,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,1,1001,Female,Laboratory Technician,2811,4
45,No,Non-Travel,248,Research & Development,23,2,Life Sciences,1,1002,Male,Laboratory Technician,3633,9
47,No,Travel_Rarely,955,Sales,4,2,Life Sciences,1,1003,Female,Sales Executive,4163,9
30,Yes,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1004,Female,Research Scientist,2132,7
50,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,1005,Male,Manufacturing Director,13973,22
38,No,Travel_Frequently,1391,Research & Development,10,1,Medical,1,1006,Male,Research Scientist,2684,3
46,No,Travel_Rarely,566,Research & Development,7,2,Medical,1,1007,Male,Manufacturing Director,10845,13
24,No,Travel_Rarely,1206,Research & Development,17,1,Medical,1,1009,Female,Manufacturing Director,4377,5
35,Yes,Travel_Rarely,622,Research & Development,14,4,Other,1,1010,Male,Laboratory Technician,3743,5
31,No,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1,1011,Female,Manufacturing Director,4148,4
18,No,Non-Travel,287,Research & Development,5,2,Life Sciences,1,1012,Male,Research Scientist,1051,0
54,No,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,1,1013,Female,Manufacturing Director,10739,22
35,No,Travel_Rarely,583,Research & Development,25,4,Medical,1,1014,Female,Healthcare Representative,10388,16
30,No,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1,1015,Female,Research Director,11416,9
20,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,1,1016,Female,Research Scientist,2600,1
30,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,1,1017,Female,Laboratory Technician,2422,4
26,No,Travel_Rarely,1066,Research & Development,2,2,Medical,1,1018,Male,Manufacturing Director,5472,8
22,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,1019,Male,Laboratory Technician,2451,4
48,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1022,Male,Healthcare Representative,4240,19
48,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,1024,Male,Healthcare Representative,10999,27
41,No,Travel_Rarely,549,Research & Development,7,2,Medical,1,1025,Female,Manufacturing Director,5003,8
39,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,1026,Female,Manufacturing Director,12742,21
27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1027,Female,Manufacturing Director,4227,4
35,No,Travel_Rarely,802,Research & Development,10,3,Other,1,1028,Male,Laboratory Technician,3917,3
42,No,Travel_Rarely,265,Sales,5,2,Marketing,1,1029,Male,Manager,18303,21
50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,1030,Male,Laboratory Technician,2380,8
59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,1032,Female,Manufacturing Director,13726,30
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,1033,Female,Healthcare Representative,4777,15
55,No,Travel_Frequently,135,Research & Development,18,4,Medical,1,1034,Male,Healthcare Representative,6385,17
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,1,1035,Female,Research Director,19973,21
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,1036,Male,Sales Executive,6861,19
26,Yes,Non-Travel,265,Sales,29,2,Medical,1,1037,Male,Sales Executive,4969,7
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,1038,Female,Manager,19845,33
44,No,Travel_Rarely,1448,Sales,28,3,Medical,1,1039,Female,Sales Executive,13320,23
50,No,Non-Travel,145,Sales,1,3,Life Sciences,1,1040,Female,Sales Executive,6347,19
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,1042,Female,Laboratory Technician,2743,18
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,1,1043,Female,Manufacturing Director,10880,21
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,1,1044,Female,Sales Representative,2342,3
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,1045,Female,Manager,17650,26
32,No,Non-Travel,1109,Research & Development,29,4,Medical,1,1046,Female,Laboratory Technician,4025,10
34,No,Travel_Rarely,216,Sales,1,4,Marketing,1,1047,Male,Sales Executive,9725,16
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,1048,Male,Manager,11904,14
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,1049,Male,Human Resources,2177,6
53,No,Travel_Frequently,124,Sales,2,3,Marketing,1,1050,Female,Sales Executive,7525,30
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,1052,Male,Laboratory Technician,4834,9
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1053,Male,Research Scientist,2042,6
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,1055,Female,Sales Representative,2220,1
28,No,Travel_Rarely,1144,Sales,10,1,Medical,1,1056,Male,Sales Representative,1052,1
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,1,1060,Male,Research Scientist,2821,8
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,1,1061,Male,Research Director,19237,29
37,No,Travel_Rarely,124,Research & Development,3,3,Other,1,1062,Female,Healthcare Representative,4107,8
40,No,Travel_Rarely,300,Sales,26,3,Marketing,1,1066,Male,Sales Executive,8396,8
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,1068,Female,Research Scientist,2007,5
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,1,1069,Male,Research Director,19627,23
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,1070,Female,Sales Executive,10686,13
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1071,Female,Research Scientist,2942,18
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,Female,Manufacturing Director,8858,15
55,No,Non-Travel,444,Research & Development,2,1,Medical,1,1074,Male,Manager,16756,31
43,No,Travel_Rarely,415,Sales,25,3,Medical,1,1076,Male,Sales Executive,10798,18
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1,1077,Female,Sales Representative,2323,2
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,1079,Female,Laboratory Technician,1416,1
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,1080,Female,Research Scientist,4615,19
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081,Male,Research Scientist,2461,18
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,Male,Healthcare Representative,8722,10
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083,Male,Laboratory Technician,3955,6
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084,Male,Manufacturing Director,9957,7
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,1085,Female,Research Scientist,3376,10
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,1088,Female,Healthcare Representative,8823,20
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1092,Male,Healthcare Representative,10322,14
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094,Male,Laboratory Technician,4621,3
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,1096,Male,Manufacturing Director,10976,23
28,No,Travel_Rarely,857,Research & Development,10,3,Other,1,1097,Female,Research Scientist,3660,10
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,Male,Human Resources,10482,24
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,1099,Male,Healthcare Representative,7119,9
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,Male,Sales Executive,9582,9
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,1101,Female,Research Scientist,4508,14
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1102,Male,Laboratory Technician,2207,4
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1103,Male,Healthcare Representative,7756,7
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105,Female,Sales Executive,6694,8
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,1106,Male,Laboratory Technician,3691,7
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107,Male,Laboratory Technician,2377,1
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108,Male,Research Scientist,2313,5
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1,1109,Male,Manager,17665,23
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1111,Male,Laboratory Technician,2596,1
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1,1113,Male,Sales Executive,4728,5
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114,Female,Sales Executive,4302,4
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1,1115,Male,Research Scientist,2979,6
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,1116,Male,Manager,16885,27
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,Female,Sales Executive,5593,15
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,1118,Male,Healthcare Representative,10445,18
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,Male,Sales Executive,8740,9
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,1120,Female,Research Scientist,2514,11
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1,1121,Female,Manufacturing Director,7655,10
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,1124,Male,Manager,17465,23
38,No,Travel_Rarely,130,Sales,2,2,Marketing,1,1125,Male,Sales Executive,7351,10
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126,Female,Manufacturing Director,10820,18
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127,Male,Healthcare Representative,12169,21
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1,1128,Male,Research Director,19626,21
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,1131,Female,Research Scientist,2070,2
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1,1132,Male,Laboratory Technician,6782,9
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,Male,Manufacturing Director,7779,18
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1,1135,Male,Sales Representative,2791,3
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1136,Male,Research Scientist,3201,6
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,Male,Sales Executive,4968,5
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,Male,Sales Executive,13120,22
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140,Male,Manufacturing Director,4033,5
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,Female,Research Scientist,3291,8
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148,Male,Laboratory Technician,4272,16
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150,Male,Manufacturing Director,5056,10
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152,Male,Human Resources,2844,7
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154,Male,Research Scientist,2703,3
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1,1156,Male,Laboratory Technician,1904,0
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,Female,Sales Executive,8224,6
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158,Male,Laboratory Technician,4766,6
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,Male,Laboratory Technician,2610,2
